Time,PM1,PM2.5,PM10,Temperature,Gas,Humidity,Pressure,Altitude
1708128315,4,5,7,24.09054688,250959,40.60888877,1008.626361,38.56626972
1708128316,4,5,7,24.09210938,252054,40.60905756,1008.620334,38.61662963
1708128317,4,5,7,24.09445313,251323,40.59137505,1008.624199,38.58433136
1708128318,4,5,7,24.0971875,251141,40.57373652,1008.626988,38.56102864
1708128319,4,5,6,24.09933594,252605,40.54408303,1008.623648,38.58893629
1708128320,4,5,6,24.10070313,252238,40.52630188,1008.627624,38.55571717
1708128321,4,5,6,24.10128906,250959,40.50246324,1008.621707,38.60515719
1708128322,3,5,6,24.10167969,251688,40.46665919,1008.620631,38.61415288
1708128323,3,5,6,24.10226563,254087,40.43088403,1008.616435,38.64921455
1708128324,3,5,6,24.10285156,252605,40.4010879,1008.619122,38.62676134
1708128325,3,5,6,24.10265625,253529,40.38912475,1008.617079,38.64383157
1708128326,3,5,6,24.10285156,254087,40.36526413,1008.615681,38.65551884
1708128327,3,5,6,24.10324219,254460,40.3473972,1008.614604,38.66451465
1708128328,3,5,6,24.105,254273,40.35952523,1008.612341,38.68342775
1708128329,3,5,6,24.10675781,253715,40.37762459,1008.61524,38.65920444
1708128330,3,5,6,24.10539063,253159,40.38344811,1008.614706,38.66366594
1708128331,3,5,6,24.105,253715,40.3834061,1008.6089,38.7121855
1708128332,3,5,6,24.10695313,255022,40.36570512,1008.608679,38.71402857
1708128333,3,5,6,24.10832031,255775,40.347943,1008.598889,38.79584134
1708128334,3,6,6,24.10988281,255964,40.34214165,1008.596304,38.81744697
1708128335,3,6,6,24.11144531,256153,40.33037163,1008.59888,38.79591532
1708128336,3,6,6,24.11417969,256722,40.32469676,1008.603389,38.75823499
1708128337,3,6,7,24.11769531,255586,40.3310432,1008.604024,38.7529266
1708128338,3,6,7,24.11984375,255022,40.31336847,1008.602405,38.76645861
1708128339,3,6,7,24.12277344,255210,40.30771505,1008.605515,38.74046653
1708128340,3,6,6,24.12472656,255586,40.28405442,1008.610457,38.699173
1708128341,3,6,6,24.12746094,256912,40.28434799,1008.606362,38.73339005
1708128342,3,6,6,24.13,255775,40.27268658,1008.601946,38.77029918
1708128343,2,5,5,24.133125,255586,40.27898897,1008.595054,38.82789411
1708128344,2,5,5,24.13664063,256722,40.29130103,1008.602571,38.76506956
1708128345,2,5,5,24.13976563,255775,40.29163662,1008.602562,38.7651467
1708128346,2,4,4,24.14289063,255586,40.28003743,1008.607715,38.72208487
1708128347,3,5,5,24.14503906,256912,40.28623542,1008.604375,38.74999912
1708128348,3,5,5,24.14835938,256912,40.25079115,1008.606408,38.73300593
1708128349,3,5,5,24.15109375,258060,40.25108458,1008.609196,38.70970708
1708128350,3,5,5,24.15460938,257677,40.25742819,1008.620156,38.61812339
1708128351,3,5,5,24.15929688,257868,40.27583181,1008.622723,38.59667137
1708128352,2,4,4,24.1628125,256912,40.3060481,1008.611312,38.69202835
1708128353,2,4,4,24.16632813,257294,40.30045759,1008.608505,38.71548611
1708128354,2,4,4,24.16964844,256342,40.3127511,1008.607096,38.72725555
1708128355,3,5,5,24.17355469,257677,40.28929797,1008.603212,38.75971267
1708128356,3,5,5,24.17765625,258445,40.27780331,1008.601371,38.77509899
1708128357,3,5,5,24.18195313,257485,40.26633031,1008.598131,38.80217564
1708128358,3,5,5,24.18546875,258445,40.2667078,1008.605649,38.73935276
1708128359,3,5,5,24.18957031,257868,40.28505054,1008.610691,38.69721785
1708128360,3,5,5,24.19308594,258060,40.30333264,1008.609604,38.70629927
1708128361,3,4,4,24.1971875,258253,40.30974205,1008.606042,38.73606961
1708128362,3,4,4,24.20128906,257677,40.31018289,1008.605921,38.73707885
1708128363,3,4,4,24.20597656,258638,40.31068673,1008.606766,38.73001524
1708128364,3,4,4,24.21046875,256342,40.32310788,1008.600406,38.78316871
1708128365,3,4,4,24.21535156,257868,40.3236329,1008.592968,38.8453232
1708128366,3,4,4,24.22082031,258060,40.33019054,1008.598543,38.79873495
1708128367,2,2,2,24.22511719,258638,40.34259263,1008.593581,38.84020229
1708128368,2,2,2,24.2315625,258831,40.33134586,1008.605929,38.73701456
1708128369,2,2,2,24.23820313,257677,40.33803017,1008.608272,38.71742712
1708128370,3,3,3,24.24503906,257677,40.32682553,1008.607496,38.72391394
1708128371,3,3,3,24.24972656,258445,40.30942112,1008.60662,38.73123957
1708128372,3,3,3,24.25578125,258831,40.26829261,1008.607997,38.71972905
1708128373,3,4,4,24.26105469,259996,40.26289152,1008.613249,38.6758366
1708128374,3,4,4,24.2659375,259025,40.22761421,1008.614416,38.66609142
1708128375,3,4,4,24.27003906,259218,40.23402106,1008.619457,38.6239634
