Energy,Loc23,Loc22,Loc20
820,0.5,0.5,0.947761194
821,0.5,0.5,0.5
822,1,0.5,0.5
823,0.5,0.5,0.5
824,1,0.5,0.5
825,0.5,1,0.5
826,0.5,0.5,0.5
827,0.5,0.5,0.5
828,0.5,0.923076923,0.5
829,0.5,0.5,0.5
830,1,0.5,0.5
831,0.5,0.5,0.5
832,0.833333333,0.930769231,0.5
833,0.5,0.5,0.947761194
834,0.5,0.5,0.5
835,0.5,0.5,0.947761194
836,0.5,0.5,0.5
837,0.5,0.5,0.5
838,0.650793651,0.5,0.5
839,0.5,0.5,0.5
840,0.5,0.5,0.5
841,1,0.5,0.5
842,0.5,0.5,0.5
843,0.5,0.5,0.5
844,0.5,0.5,0.5
845,0.944444444,0.5,0.5
846,0.5,0.5,0.5
847,0.5,0.5,0.5
848,0.5,1,0.947761194
849,0.5,0.5,0.813432836
850,0.5,0.5,0.5
851,0.5,1,0.5
852,0.5,0.5,0.5
853,1.166666667,0.5,0.5
854,1,0.5,0.5
855,0.5,0.5,0.947761194
856,0.5,0.5,0.5
857,0.515873016,0.5,0.947761194
858,0.5,0.5,0.5
859,0.944444444,1.5,0.947761194
860,0.5,0.5,0.5
861,0.777777778,0.5,0.5
862,0.5,1,1.395522388
863,1,0.5,0.5
864,0.5,0.5,0.5
865,0.5,1,0.5
866,0.5,0.807692308,0.5
867,0.5,0.5,0.947761194
868,0.5,0.607692308,0.5
869,0.5,0.5,0.5
870,0.5,0.5,0.5
871,0.5,0.5,0.947761194
872,0.5,1,0.5
873,0.968253968,0.5,0.5
874,0.5,0.676923077,0.5
875,0.5,0.5,0.947761194
876,1,0.5,0.5
877,0.5,1,0.5
878,0.5,0.5,0.5
879,0.5,0.5,0.5
880,0.5,0.5,0.5
881,0.5,0.5,0.5
882,0.5,0.5,0.5
883,0.5,0.7,0.5
884,0.5,0.5,0.5
885,0.5,0.5,0.5
886,0.571428571,0.5,0.5
887,0.5,1.069230769,0.5
888,0.555555556,0.5,0.5
889,0.5,0.5,0.5
890,0.5,0.5,0.5
891,0.5,0.5,0.5
892,0.5,0.5,0.5
893,0.5,0.5,0.5
894,0.5,1,0.5
895,0.5,1,0.5
896,0.5,0.5,0.5
897,0.5,1,0.5
898,0.5,0.5,0.5
899,0.5,0.5,0.5
900,1,0.561538462,0.947761194
901,1,0.5,0.5
902,0.5,0.5,0.5
903,0.5,0.5,0.5
904,0.5,0.5,0.5
905,1,0.5,0.5
906,0.5,0.5,0.5
907,0.5,0.5,0.5
908,0.5,0.5,0.5
909,0.5,0.5,0.5
910,0.5,0.5,0.5
911,0.5,0.5,0.5
912,0.5,0.846153846,0.5
913,0.5,0.5,0.5
914,0.547619048,0.5,0.5
915,0.5,0.5,0.5
916,0.5,0.5,0.940298507
917,0.5,0.5,0.5
918,0.5,0.5,0.5
919,0.5,0.5,0.5
920,0.5,0.5,0.947761194
921,0.5,0.5,0.5
922,0.5,0.5,0.5
923,0.5,0.5,0.5
924,0.5,0.5,0.5
925,0.5,0.5,0.5
926,0.5,0.5,0.5
927,0.5,0.5,0.5
928,0.5,0.5,0.5
929,0.5,0.5,0.5
930,0.5,0.5,0.5
931,0.5,0.5,0.5
932,0.5,0.5,0.5
933,0.5,0.5,0.5
934,0.5,0.5,0.5
935,0.5,0.5,0.5
936,0.5,0.5,0.5
937,0.5,0.5,0.5
938,0.5,0.5,0.5
939,0.5,0.5,0.5
940,0.5,0.5,0.5
941,0.5,0.5,0.5
942,0.5,0.538461538,0.5
943,0.5,0.5,0.5
944,0.5,0.5,0.5
945,0.5,1,0.5
946,0.5,0.5,0.5
947,0.5,0.715384615,0.5
948,0.5,0.5,0.5
949,0.5,0.5,0.5
950,0.5,0.5,0.5
951,0.5,0.5,0.947761194
952,0.5,0.5,0.5
953,0.5,0.5,0.5
954,1,0.5,0.947761194
955,0.5,0.5,0.5
956,0.5,0.5,0.5
957,0.595238095,0.5,0.5
958,0.5,0.5,0.5
959,0.5,0.5,0.947761194
960,0.5,0.5,0.5
961,0.5,0.5,0.5
962,0.5,0.5,0.5
963,0.5,0.5,0.5
964,0.5,0.5,0.626865672
965,0.5,0.5,0.5
966,0.5,0.615384615,0.5
967,0.5,0.5,0.5
968,0.5,0.5,0.947761194
969,0.5,0.5,0.5
970,0.5,0.5,0.5
971,0.5,1,0.5
972,0.5,0.5,0.5
973,0.5,0.5,0.5
974,0.5,0.5,0.5
975,0.5,0.5,0.5
976,0.5,0.5,0.5
977,0.5,0.5,0.813432836
978,0.5,0.5,0.5
979,0.5,0.5,0.5
980,0.5,0.5,0.5
981,0.5,0.5,0.5
982,0.5,0.5,0.5
983,0.5,0.5,0.5
984,0.5,0.5,0.5
985,0.5,0.5,0.5
986,0.5,0.5,0.5
987,0.5,0.5,0.5
988,0.5,1,0.5
989,0.5,0.5,0.947761194
990,0.5,0.5,0.5
991,0.5,0.5,0.5
992,0.5,0.5,0.5
993,0.5,0.5,0.5
994,0.5,0.5,0.5
995,0.5,0.5,0.5
996,0.5,0.5,0.5
997,0.5,0.5,0.5
998,0.5,0.5,0.5
999,0.5,0.5,0.5
1000,0.5,0.5,0.5
1001,0.5,1,0.5
1002,0.5,0.5,0.5
1003,0.5,0.5,0.5
1004,0.5,0.5,0.5
1005,0.5,0.5,0.5
1006,0.5,0.5,0.5
1007,0.5,0.5,0.5
1008,0.5,0.5,0.843283582
1009,0.5,0.5,0.947761194
1010,0.5,0.5,0.5
1011,0.5,0.5,0.5
1012,0.5,0.5,0.5
1013,0.5,0.5,0.5
1014,0.5,0.5,0.5
1015,0.5,0.5,0.597014925
1016,0.5,0.5,0.5
1017,0.5,0.5,0.5
1018,0.5,0.5,0.5
1019,0.5,0.5,0.5
1020,0.5,0.638461538,0.5
1021,0.5,0.5,0.5
1022,0.5,0.5,0.5
1023,22.27777778,36.22307692,41.20149254
